year,month,us_stock_return,us_stock_dividend,intl_stock_return,intl_stock_dividend,bond_return,bond_interest_rate,inflation,hysa_interest
1952,3,0.002489,0.002932,0.007324,0.005902,0.010301,0.048158,0.002361,0.029396
1952,4,0.010473,0.0,0.030241,0.0,0.018258,0.040408,-0.000118,0.031385
1952,5,0.004127,0.0,0.027118,0.0,0.027181,0.038008,-0.001973,0.030201
1952,6,0.000265,0.005409,-0.00732,0.00566,0.007219,0.043553,0.003143,0.021769
1952,7,0.037058,0.0,0.02574,0.0,-0.002033,0.038158,-0.003672,0.026977
1952,8,0.101511,0.0,0.07222,0.0,0.01069,0.047467,0.003457,0.015364
1952,9,-0.098073,0.004971,-0.090724,0.006175,0.022947,0.050106,0.003148,0.028708
1952,10,0.04759,0.0,0.012205,0.0,0.019693,0.0488,0.003783,0.020813
1952,11,-0.005505,0.0,0.02278,0.0,0.004252,0.036635,0.003096,0.018169
1952,12,-0.014767,0.003288,0.015104,0.006414,0.014962,0.03769,-0.000632,0.026401
1953,1,-0.023694,0.0,-0.045285,0.0,-0.00261,0.041467,0.003847,0.02327
1953,2,0.084848,0.0,0.061667,0.0,0.023459,0.040421,0.006416,0.02596
1953,3,0.063616,0.003729,0.051252,0.004553,0.009719,0.039381,-2.6e-05,0.020955
1953,4,0.052337,0.0,0.053954,0.0,-0.000118,0.043547,0.008496,0.024096
1953,5,0.043119,0.0,0.027138,0.0,0.001607,0.03656,-0.000393,0.025319
1953,6,0.009424,0.004732,0.020806,0.005302,-0.004869,0.045884,0.004219,0.015553
1953,7,0.023325,0.0,0.071972,0.0,-0.014157,0.045989,-4.3e-05,0.022525
1953,8,0.006356,0.0,0.014044,0.0,0.001055,0.040613,0.00307,0.023506
1953,9,0.052607,0.002722,0.025012,0.00364,0.009722,0.041795,0.00143,0.022256
1953,10,-0.050107,0.0,-0.015994,0.0,-0.003457,0.044773,0.000821,0.02185
1953,11,0.012553,0.0,-0.014541,0.0,0.017748,0.045273,0.003747,0.022571
1953,12,-0.059351,0.003125,-0.118556,0.006342,0.011034,0.037725,-0.001275,0.026639
1954,1,-0.005279,0.0,-0.01268,0.0,0.007629,0.033222,0.003462,0.022612
1954,2,0.005066,0.0,0.072922,0.0,-0.007926,0.032993,-0.000487,0.026985
1954,3,0.020392,0.002892,0.034482,0.006113,0.012109,0.041615,0.001639,0.017895
1954,4,0.096777,0.0,0.095387,0.0,0.013812,0.039636,0.006631,0.027389
1954,5,-0.034601,0.0,-0.035041,0.0,-0.004022,0.042674,0.000594,0.026123
1954,6,-0.003981,0.003684,0.021103,0.006742,0.010119,0.037444,-0.001097,0.019399
1954,7,0.089353,0.0,0.033614,0.0,0.01475,0.040341,0.001259,0.018399
1954,8,-0.014185,0.0,0.013942,0.0,0.007627,0.036171,0.003849,0.033309
1954,9,0.04842,0.002622,-0.004025,0.006089,-0.010684,0.040714,0.008396,0.02149
1954,10,0.0916,0.0,0.10159,0.0,0.013727,0.040961,-0.001222,0.021977
1954,11,0.017035,0.0,-0.04336,0.0,0.014486,0.046394,0.003477,0.026659
1954,12,-0.059746,0.004967,-0.019115,0.004197,0.019712,0.036804,-0.000657,0.024125
1955,1,0.038074,0.0,0.065303,0.0,-0.011426,0.033474,0.001602,0.01959
1955,2,0.065462,0.0,0.034972,0.0,-0.008087,0.034045,0.004937,0.02621
1955,3,0.021463,0.004247,0.076587,0.005148,0.004737,0.043422,0.003418,0.024622
1955,4,0.05799,0.0,0.072471,0.0,-0.000769,0.042582,0.001667,0.028122
1955,5,0.00966,0.0,0.030563,0.0,0.009147,0.032008,0.001722,0.02328
1955,6,0.013552,0.002932,-0.061578,0.006463,0.004144,0.034445,0.004137,0.027797
1955,7,0.064132,0.0,0.04062,0.0,-0.004353,0.043641,0.001837,0.026982
1955,8,-0.028495,0.0,-0.019089,0.0,0.005921,0.048839,0.001731,0.029158
1955,9,-0.014032,0.003033,-0.029241,0.006101,0.002752,0.039167,0.001847,0.025555
1955,10,0.020247,0.0,0.01705,0.0,0.006462,0.031799,0.002189,0.023954
1955,11,-0.028072,0.0,-0.042635,0.0,-0.000133,0.024566,0.00257,0.03034
1955,12,-0.06127,0.004341,-0.072818,0.005895,0.008401,0.04029,0.001999,0.028057
1956,1,-0.004595,0.0,-0.040033,0.0,0.010797,0.043376,0.00226,0.027549
1956,2,0.044185,0.0,0.054168,0.0,-0.008038,0.035547,-0.001383,0.025462
1956,3,0.078354,0.003601,0.038121,0.005275,-0.01235,0.037479,7.4e-05,0.021362
1956,4,-0.029218,0.0,0.054494,0.0,-0.008052,0.051953,0.002118,0.021505
1956,5,-0.018342,0.0,0.042945,0.0,0.006963,0.032617,0.004529,0.028464
1956,6,0.046087,0.004592,0.016796,0.006554,0.001133,0.031878,0.001453,0.022144
1956,7,0.053299,0.0,0.043688,0.0,-0.002598,0.043623,0.0036,0.020711
1956,8,-0.069972,0.0,-0.036823,0.0,-0.002511,0.038452,0.00227,0.023519
1956,9,0.011769,0.00412,0.002212,0.005656,0.008672,0.031927,0.001459,0.032516
1956,10,0.068828,0.0,0.005837,0.0,0.009686,0.04106,0.002652,0.020595
1956,11,-0.007035,0.0,-0.034833,0.0,-0.00251,0.033895,0.000928,0.023598
1956,12,-0.02506,0.004041,0.017519,0.00722,0.003044,0.047094,0.002908,0.018791
1957,1,0.021186,0.0,0.018289,0.0,0.017741,0.028876,0.006967,0.020539
1957,2,0.008724,0.0,-0.004601,0.0,0.008755,0.045273,0.000911,0.031517
1957,3,-0.00478,0.003859,-0.024958,0.005431,0.011158,0.043021,0.002295,0.030721
1957,4,0.019709,0.0,-0.016189,0.0,-0.008978,0.035568,0.001318,0.026143
1957,5,0.029147,0.0,0.001469,0.0,0.00519,0.047887,-0.001773,0.02951
1957,6,0.027731,0.004508,0.04557,0.005121,0.015261,0.033496,-0.002023,0.03026
1957,7,-0.030068,0.0,-0.043196,0.0,0.019896,0.041196,0.003884,0.018814
1957,8,0.006483,0.0,0.075672,0.0,-0.000479,0.049041,0.002823,0.022148
1957,9,-0.044807,0.005037,-0.033134,0.005618,0.011132,0.037314,0.00193,0.021324
1957,10,-0.05555,0.0,-0.042948,0.0,0.000288,0.034452,0.005961,0.018028
1957,11,-0.094562,0.0,-0.10281,0.0,0.004325,0.029692,0.000722,0.027782
1957,12,0.0101,0.003464,-0.012316,0.006764,-0.01278,0.039066,-0.003579,0.026012
1958,1,0.000143,0.0,-0.002308,0.0,0.017082,0.039711,0.002234,0.024946
1958,2,-0.016051,0.0,-0.023237,0.0,0.013673,0.044775,0.00365,0.025225
1958,3,0.027379,0.003289,0.038518,0.006904,-0.004438,0.035275,0.005599,0.029466
1958,4,-0.018818,0.0,0.00568,0.0,0.006565,0.045223,0.003397,0.025206
1958,5,-0.048685,0.0,-0.068503,0.0,0.002459,0.043538,0.002557,0.023458
1958,6,-0.021467,0.003136,-0.006876,0.006535,-0.002452,0.03603,0.003013,0.031543
1958,7,-0.000809,0.0,-0.061276,0.0,0.014288,0.040179,0.001075,0.023492
1958,8,0.002034,0.0,-0.086711,0.0,0.011477,0.044726,1e-05,0.025764
1958,9,0.033543,0.003879,0.036156,0.006615,0.007624,0.035279,0.001226,0.024154
1958,10,0.029131,0.0,0.072133,0.0,0.011357,0.047747,0.00213,0.034839
1958,11,0.000352,0.0,-0.011043,0.0,0.015422,0.04477,0.001658,0.026259
1958,12,0.010942,0.0043,0.02369,0.005993,-0.004194,0.03012,0.004794,0.025833
1959,1,-0.024649,0.0,0.043159,0.0,0.006619,0.032773,0.002986,0.020625
1959,2,0.006664,0.0,0.01753,0.0,-0.002881,0.039947,0.00191,0.022876
1959,3,0.01073,0.005007,-0.010767,0.006214,0.008653,0.030947,0.005496,0.020892
1959,4,0.074324,0.0,0.059928,0.0,0.005813,0.039394,-0.001061,0.015784
1959,5,-0.003272,0.0,-0.030562,0.0,-0.011286,0.039922,0.003886,0.028869
1959,6,0.033826,0.004846,0.035553,0.004654,0.007816,0.039867,0.002089,0.030147
1959,7,-0.009662,0.0,0.017709,0.0,0.008727,0.036147,-0.003536,0.024253
1959,8,-0.023208,0.0,-0.005323,0.0,0.001625,0.032241,0.00477,0.020424
1959,9,0.041935,0.005594,0.036183,0.005255,-0.006692,0.048012,0.00015,0.024574
1959,10,-0.004891,0.0,0.024048,0.0,0.000635,0.037528,0.003482,0.017955
1959,11,-0.043983,0.0,0.005068,0.0,-0.00337,0.042448,0.005681,0.023074
1959,12,0.038137,0.004301,-0.037853,0.006938,-0.00076,0.048152,0.00304,0.027535
1960,1,0.048018,0.0,0.019912,0.0,0.000482,0.049928,0.001468,0.0248
1960,2,-0.04122,0.0,-0.047979,0.0,0.006885,0.045388,0.002044,0.019797
1960,3,0.014398,0.003604,0.036586,0.00561,0.015821,0.035835,0.001201,0.025802
1960,4,-0.043822,0.0,-0.081865,0.0,0.001249,0.037529,0.003971,0.023217
1960,5,0.003168,0.0,0.019942,0.0,0.013973,0.046213,0.002379,0.022714
1960,6,-0.032236,0.002339,-0.048351,0.005148,0.012201,0.040104,-0.001701,0.024657
1960,7,-0.011687,0.0,-0.018757,0.0,-0.000801,0.031471,0.005726,0.031083
1960,8,-0.035155,0.0,0.005326,0.0,0.014716,0.03896,0.001066,0.032121
1960,9,0.033207,0.004441,0.054718,0.006499,0.015288,0.031455,0.002389,0.027868
1960,10,-0.007582,0.0,0.034601,0.0,0.001427,0.038648,0.004487,0.021343
1960,11,-0.041709,0.0,-0.018982,0.0,0.009926,0.032709,0.001993,0.026284
1960,12,0.002671,0.002694,0.013256,0.007099,0.008652,0.045486,0.001906,0.028917
1961,1,0.079138,0.0,0.062161,0.0,0.005458,0.042796,-0.003508,0.02478
1961,2,0.059072,0.0,0.063022,0.0,0.011565,0.040495,0.001974,0.025783
1961,3,0.063325,0.002521,0.038266,0.004983,0.01356,0.048713,-0.001174,0.030381
1961,4,0.014695,0.0,0.035454,0.0,0.00787,0.048687,-0.002961,0.012262
1961,5,0.003698,0.0,0.0013,0.0,-0.001162,0.04023,0.003833,0.031125
1961,6,-0.024069,0.003352,-0.028503,0.005274,0.005985,0.046542,-0.000949,0.027865
1961,7,-0.013189,0.0,0.036537,0.0,0.010339,0.033839,0.001815,0.018993
1961,8,0.06686,0.0,0.022122,0.0,0.013237,0.04783,0.003733,0.027536
1961,9,-0.037142,0.004565,-0.023726,0.006626,-0.002838,0.045392,-0.001781,0.02725
1961,10,0.040022,0.0,0.031962,0.0,0.016921,0.031402,-0.001253,0.030538
1961,11,-0.029742,0.0,-0.042245,0.0,0.02543,0.043221,0.001405,0.028862
1961,12,0.028327,0.004867,-0.057809,0.004438,0.01396,0.027783,-9.4e-05,0.028772
1962,1,0.018318,0.0,-0.016872,0.0,0.013056,0.04516,-0.000258,0.031568
1962,2,-0.050277,0.0,-0.052673,0.0,-0.006836,0.047202,0.000256,0.02867
1962,3,0.073152,0.00331,0.056579,0.005409,0.008413,0.033635,0.000637,0.032641
1962,4,-0.01567,0.0,0.04215,0.0,-0.002154,0.036039,0.002659,0.017726
1962,5,-0.022569,0.0,0.001078,0.0,-0.005548,0.034251,1e-06,0.028218
1962,6,-0.028433,0.004789,-0.028634,0.004996,0.009504,0.048904,0.004504,0.021597
1962,7,-0.007854,0.0,-0.012315,0.0,-0.004368,0.046049,-0.002177,0.025457
1962,8,-0.004921,0.0,0.073549,0.0,-0.003388,0.03706,0.003827,0.030239
1962,9,0.041288,0.004916,0.020838,0.006132,-0.010477,0.033001,0.007052,0.032852
1962,10,0.009461,0.0,0.001325,0.0,-0.011099,0.033403,0.005147,0.023454
1962,11,-0.016282,0.0,-0.011969,0.0,0.002557,0.047519,0.002475,0.018763
1962,12,0.076238,0.002518,0.031735,0.004783,0.005371,0.03821,0.003372,0.030422
1963,1,-0.042491,0.0,-0.029874,0.0,0.009251,0.034425,-0.000437,0.029598
1963,2,0.016012,0.0,0.015912,0.0,-0.002634,0.042066,0.00446,0.03418
1963,3,0.024431,0.00433,0.03224,0.00507,0.002039,0.039763,0.001244,0.026785
1963,4,0.009132,0.0,-0.040333,0.0,-0.00496,0.034981,0.003333,0.024459
1963,5,-0.055626,0.0,-0.009549,0.0,0.006689,0.039239,0.010371,0.03048
1963,6,0.006113,0.00557,0.034917,0.00601,-0.007153,0.036274,0.006888,0.032515
1963,7,-0.04424,0.0,-0.035684,0.0,0.008919,0.041248,0.00342,0.020954
1963,8,-0.017872,0.0,-0.035363,0.0,0.011168,0.044729,0.002147,0.026612
1963,9,0.027053,0.001992,-0.010171,0.005669,0.008462,0.042516,0.000443,0.022957
1963,10,-0.043965,0.0,-0.053783,0.0,0.014329,0.038127,0.002092,0.026125
1963,11,-0.014181,0.0,-0.062821,0.0,0.000307,0.044737,0.000521,0.035899
1963,12,0.048793,0.00425,0.026526,0.006448,0.003406,0.045552,0.00096,0.023959
1964,1,-0.001291,0.0,0.040361,0.0,0.003179,0.042735,0.00051,0.025423
1964,2,0.068397,0.0,0.079019,0.0,0.009498,0.041862,-0.000526,0.017216
1964,3,-0.020951,0.003137,-0.038088,0.005957,0.00051,0.040578,-0.001076,0.016182
1964,4,-0.012643,0.0,-0.017985,0.0,0.004911,0.034229,0.004923,0.030024
1964,5,-0.007746,0.0,-0.00587,0.0,0.016992,0.043131,0.006297,0.018204
1964,6,-0.056552,0.005467,-0.011382,0.006161,0.001036,0.032425,0.002524,0.028753
1964,7,0.004102,0.0,0.03399,0.0,0.003911,0.037881,0.00628,0.017847
1964,8,-0.074643,0.0,-0.069954,0.0,0.01366,0.042424,0.004875,0.028813
1964,9,0.061771,0.004221,0.044311,0.006865,5e-05,0.042457,0.001523,0.022382
1964,10,0.041015,0.0,0.074691,0.0,0.012313,0.045937,0.001149,0.031554
1964,11,0.022538,0.0,-0.012079,0.0,-0.010515,0.037905,0.00665,0.027134
1964,12,-0.008348,0.002987,0.017221,0.005073,-0.010331,0.044274,0.002488,0.024811
1965,1,-0.043551,0.0,-0.045924,0.0,-0.005482,0.042518,-0.000172,0.014558
1965,2,0.025828,0.0,0.052047,0.0,-0.00155,0.035521,0.00529,0.026425
1965,3,0.015111,0.004981,0.020488,0.005691,0.008844,0.043027,0.007404,0.025127
1965,4,0.04228,0.0,-0.042339,0.0,0.005246,0.048025,0.001029,0.021359
1965,5,-0.055021,0.0,-0.075812,0.0,0.001531,0.041491,-0.000396,0.023784
1965,6,0.000468,0.003441,0.016402,0.00594,-0.004224,0.034809,0.004289,0.031256
1965,7,0.012794,0.0,-0.034516,0.0,-0.007419,0.027011,0.000625,0.019404
1965,8,0.039269,0.0,0.023996,0.0,0.010931,0.03688,0.005133,0.020288
1965,9,0.01472,0.004999,0.013256,0.005573,-0.005806,0.042696,0.003249,0.027989
1965,10,0.036233,0.0,0.089983,0.0,-0.010779,0.045091,0.003353,0.026708
1965,11,-0.000258,0.0,-0.007453,0.0,0.000851,0.036692,0.002334,0.017401
1965,12,-0.013125,0.004749,-0.004186,0.006904,0.020121,0.039069,0.007156,0.022341
1966,1,0.025737,0.0,0.001597,0.0,0.017295,0.038951,0.001741,0.020288
1966,2,6.2e-05,0.0,0.027402,0.0,0.00625,0.043082,0.000104,0.031854
1966,3,0.059962,0.00417,0.038872,0.006628,0.009075,0.039066,0.002284,0.023831
1966,4,0.026329,0.0,0.044533,0.0,0.001252,0.047645,0.002992,0.027115
1966,5,0.001572,0.0,-0.021172,0.0,0.012773,0.047515,-0.00014,0.03122
1966,6,-0.064196,0.003777,-0.024992,0.005862,0.016405,0.044773,0.000439,0.021522
1966,7,0.111368,0.0,0.052604,0.0,0.005519,0.041701,0.000871,0.026863
1966,8,0.023125,0.0,0.007763,0.0,-0.005363,0.040479,0.000916,0.029366
1966,9,-0.026589,0.002918,-0.002068,0.005461,0.006993,0.036526,0.002331,0.025872
1966,10,-0.014057,0.0,-0.013914,0.0,0.003647,0.028464,0.001512,0.02848
1966,11,0.047229,0.0,0.037632,0.0,-0.000117,0.034942,0.004966,0.02833
1966,12,0.017975,0.004465,0.033091,0.005709,0.002858,0.041732,0.000799,0.023651
1967,1,0.042699,0.0,-0.004512,0.0,8.8e-05,0.042212,-0.000111,0.029071
1967,2,0.039717,0.0,0.070908,0.0,0.008673,0.039692,0.007381,0.030318
1967,3,0.031698,0.003686,0.031255,0.004648,0.015643,0.036034,0.000845,0.023415
1967,4,0.040941,0.0,0.013347,0.0,0.007278,0.039201,0.006944,0.023426
1967,5,0.010004,0.0,0.030736,0.0,-0.006621,0.032517,-0.001867,0.030442
1967,6,-0.033603,0.003455,-0.027334,0.006206,0.002783,0.037963,0.004577,0.009467
1967,7,-0.016992,0.0,-0.027589,0.0,0.015243,0.033951,-0.000325,0.029251
1967,8,0.071225,0.0,0.020024,0.0,0.012085,0.037949,0.000771,0.02833
1967,9,0.032102,0.00601,0.035575,0.006,-0.001288,0.03489,0.001047,0.022558
1967,10,0.068123,0.0,0.000911,0.0,0.005597,0.034016,0.002064,0.027123
1967,11,-0.025753,0.0,0.011388,0.0,0.005102,0.038853,0.002185,0.021608
1967,12,-0.021271,0.004586,-0.036147,0.005998,-0.002362,0.040115,0.003343,0.036207
1968,1,0.007794,0.0,0.019597,0.0,0.013176,0.044492,0.000604,0.023905
1968,2,-0.00953,0.0,0.004341,0.0,-0.000488,0.036455,0.005779,0.031809
1968,3,-0.016138,0.003568,0.040062,0.00471,0.006757,0.034982,0.001432,0.022721
1968,4,0.025587,0.0,-0.026717,0.0,0.002922,0.042784,0.006475,0.020898
1968,5,0.000723,0.0,-0.020493,0.0,0.006931,0.048821,5e-06,0.020342
1968,6,-0.012881,0.003078,-0.002852,0.006255,0.001585,0.042811,-0.000197,0.025335
1968,7,-0.034367,0.0,-0.03331,0.0,0.000198,0.037786,-0.003937,0.030113
1968,8,0.009977,0.0,0.023209,0.0,-0.002725,0.0404,0.003503,0.023164
1968,9,-0.012573,0.00337,0.042174,0.004824,-0.000248,0.039266,0.003311,0.031415
1968,10,-0.014538,0.0,0.039359,0.0,0.007278,0.042148,0.002294,0.025553
1968,11,0.017445,0.0,-0.004687,0.0,0.008729,0.047295,6.9e-05,0.026891
1968,12,0.018927,0.004979,-0.035435,0.006858,0.008592,0.042781,0.002078,0.022177
1969,1,-0.037604,0.0,-0.013622,0.0,-0.010286,0.03831,0.001904,0.03106
1969,2,0.028555,0.0,0.000468,0.0,0.018365,0.041463,0.0008,0.024666
1969,3,0.032412,0.004356,0.008369,0.006289,0.005808,0.046994,0.007655,0.021325
1969,4,-0.013551,0.0,-0.049955,0.0,0.005445,0.030328,0.006296,0.029845
1969,5,-0.077497,0.0,-0.048289,0.0,0.003644,0.037979,0.000172,0.0209
1969,6,0.01566,0.004645,0.043771,0.006601,-0.000554,0.039017,0.004436,0.028434
1969,7,0.031355,0.0,0.056332,0.0,0.005869,0.043235,-0.000213,0.023917
1969,8,0.054818,0.0,0.027794,0.0,0.021143,0.050808,0.001396,0.014956
1969,9,0.095569,0.002636,0.063857,0.007862,0.005757,0.041837,0.000125,0.018884
1969,10,0.054294,0.0,0.048043,0.0,0.012091,0.041096,0.006831,0.02107
1969,11,-0.011598,0.0,-0.007705,0.0,0.013304,0.044785,0.002803,0.018523
1969,12,-0.024579,0.005498,0.046575,0.005199,0.012365,0.038225,-0.000432,0.02956
1970,1,0.005186,0.0,0.052068,0.0,0.006466,0.044512,0.002424,0.025061
1970,2,0.011337,0.0,-0.056786,0.0,-0.004519,0.036677,0.001902,0.032404
1970,3,-0.034817,0.004732,-0.035439,0.005458,0.000236,0.04095,-0.000387,0.025313
1970,4,0.017266,0.0,-0.021239,0.0,-0.001719,0.030118,-0.002251,0.024339
1970,5,-0.009977,0.0,0.024801,0.0,0.007785,0.045688,0.000672,0.025189
1970,6,0.032192,0.003598,-0.093301,0.004905,-0.009302,0.041549,-0.002903,0.02985
1970,7,0.014587,0.0,-0.003654,0.0,0.004689,0.043126,0.003539,0.023028
1970,8,0.021945,0.0,0.007952,0.0,-0.00361,0.040063,-0.004213,0.020779
1970,9,0.00276,0.00439,0.015339,0.004572,0.001968,0.043744,0.002039,0.021809
1970,10,0.008073,0.0,-0.029336,0.0,-0.00379,0.03612,0.002046,0.021025
1970,11,-0.001709,0.0,-0.001969,0.0,-0.003544,0.042668,0.00579,0.024326
1970,12,-0.031911,0.004812,0.001084,0.006473,0.011217,0.049481,0.003799,0.031329
1971,1,-0.030677,0.0,-0.058535,0.0,-0.002462,0.039562,0.004567,0.036771
1971,2,0.028892,0.0,0.087568,0.0,0.006265,0.041034,0.000885,0.021673
1971,3,-0.000475,0.004161,0.030449,0.005002,0.010231,0.038226,0.002006,0.02171
1971,4,0.018811,0.0,0.016249,0.0,-0.005161,0.041377,0.00426,0.019794
1971,5,0.010512,0.0,0.001775,0.0,0.011295,0.04665,0.000336,0.029655
1971,6,0.039225,0.004502,0.062223,0.006552,-0.010073,0.034881,-0.00116,0.019183
1971,7,-0.014584,0.0,0.049933,0.0,-0.000709,0.034638,-0.003857,0.02749
1971,8,0.007251,0.0,0.003834,0.0,-0.003569,0.03806,0.002707,0.021152
1971,9,-0.06656,0.002376,-0.045669,0.008732,0.020708,0.035618,0.008125,0.024911
1971,10,0.016087,0.0,0.044717,0.0,0.007157,0.0477,-0.000119,0.023586
1971,11,0.010852,0.0,-0.018745,0.0,-0.001648,0.048031,0.003513,0.025155
1971,12,-0.033012,0.005577,-0.013651,0.007846,0.010199,0.041016,-0.000175,0.01461
1972,1,0.05161,0.0,-0.026113,0.0,-0.001137,0.037453,-0.000509,0.025547
1972,2,0.033063,0.0,-0.020938,0.0,-0.002481,0.036101,0.003832,0.018151
1972,3,0.032076,0.003093,0.013626,0.007985,0.007515,0.040379,0.00051,0.021182
1972,4,0.035571,0.0,0.030269,0.0,-0.007961,0.034635,-7.8e-05,0.016883
1972,5,0.036745,0.0,0.022975,0.0,0.011193,0.04136,-0.000549,0.035848
1972,6,0.009916,0.002783,0.097422,0.005812,0.000675,0.046797,0.007458,0.026709
1972,7,0.026754,0.0,-0.021187,0.0,-0.006508,0.036604,0.004095,0.029307
1972,8,-0.026079,0.0,-0.014689,0.0,-0.013831,0.038331,0.004092,0.013239
1972,9,-0.126252,0.004948,-0.043906,0.007815,0.00715,0.046702,0.003805,0.031992
1972,10,0.055367,0.0,0.059748,0.0,0.007429,0.031565,0.004676,0.025531
1972,11,-0.075927,0.0,-0.094447,0.0,-0.000502,0.039751,0.001644,0.019117
1972,12,0.018702,0.004523,-0.037464,0.007331,0.009409,0.037141,0.005082,0.01446
1973,1,0.015997,0.0,0.039278,0.0,0.009391,0.035886,0.003824,0.022455
1973,2,-0.055571,0.0,-0.014524,0.0,-0.004197,0.040894,0.006458,0.027752
1973,3,0.037906,0.005468,0.056421,0.006331,-0.005307,0.030887,0.005913,0.029244
1973,4,-0.00422,0.0,0.04352,0.0,0.008748,0.045797,0.007746,0.034013
1973,5,0.012506,0.0,0.084858,0.0,0.017546,0.041873,0.002362,0.022437
1973,6,-0.005233,0.004292,0.00226,0.007593,-0.009896,0.036916,0.007358,0.019268
1973,7,0.025343,0.0,-0.047096,0.0,0.008382,0.039858,0.003531,0.023894
1973,8,-0.02348,0.0,0.064343,0.0,0.00129,0.040894,0.007443,0.030773
1973,9,0.010534,0.004266,-0.012348,0.005254,-0.0119,0.038653,0.007514,0.023389
1973,10,0.010228,0.0,-0.06877,0.0,0.003976,0.040009,0.008218,0.024304
1973,11,0.026639,0.0,-0.011499,0.0,-0.00041,0.046996,0.00571,0.020002
1973,12,0.013485,0.003875,0.016186,0.006146,0.006467,0.040979,0.00588,0.035441
1974,1,0.013345,0.0,0.008681,0.0,-0.007602,0.045611,0.005272,0.026017
1974,2,0.011829,0.0,0.026957,0.0,0.003001,0.040185,0.005969,0.018723
1974,3,0.020331,0.00517,-0.012072,0.006197,0.00218,0.049122,0.005177,0.025198
1974,4,0.06869,0.0,0.097884,0.0,0.004833,0.040057,0.01099,0.022763
1974,5,-0.074636,0.0,-0.062685,0.0,0.009178,0.038451,0.012557,0.027698
1974,6,-0.081576,0.005577,-0.094613,0.004429,-0.011961,0.045149,0.004891,0.031324
1974,7,0.061847,0.0,0.060542,0.0,0.011786,0.043435,0.006978,0.019621
1974,8,0.084463,0.0,-0.005271,0.0,0.004892,0.036801,0.007352,0.022916
1974,9,0.038348,0.005048,-0.006416,0.007435,0.013125,0.043086,0.008483,0.02199
1974,10,0.04709,0.0,0.02428,0.0,0.018277,0.052033,0.002538,0.01757
1974,11,-0.026613,0.0,-0.006475,0.0,0.005881,0.035892,0.008945,0.019679
1974,12,0.013453,0.003445,-0.032487,0.00588,-0.006493,0.033765,0.005564,0.026161
1975,1,-0.000274,0.0,0.051711,0.0,-0.008107,0.041221,0.01054,0.030431
1975,2,-0.050283,0.0,-0.077175,0.0,0.010429,0.036814,0.007994,0.016098
1975,3,0.038401,0.003933,0.045528,0.007704,0.003473,0.032235,0.006726,0.02611
1975,4,-0.0556,0.0,-0.013064,0.0,-0.000253,0.038303,0.005616,0.022874
1975,5,0.019357,0.0,0.017703,0.0,0.003271,0.035769,0.010736,0.025946
1975,6,-0.035754,0.003861,-0.044041,0.005055,-0.000257,0.04072,0.008985,0.032634
1975,7,0.019874,0.0,0.007356,0.0,-0.008891,0.035053,0.005773,0.031106
1975,8,0.092233,0.0,0.063097,0.0,0.002328,0.040884,0.000769,0.02928
1975,9,0.145497,0.004086,0.039395,0.005282,-0.004833,0.043541,0.005516,0.023193
1975,10,-0.006764,0.0,-0.014601,0.0,0.021699,0.052679,0.005925,0.026209
1975,11,-0.060421,0.0,-0.04371,0.0,-0.003976,0.040804,0.008933,0.02276
1975,12,0.024108,0.004335,0.048279,0.007568,0.004148,0.042383,0.007302,0.023693
1976,1,0.108594,0.0,0.030803,0.0,-0.001743,0.047942,0.003357,0.023247
1976,2,0.036716,0.0,0.003144,0.0,0.011062,0.0411,0.004567,0.032528
1976,3,-0.007207,0.0044,-0.045448,0.006094,0.014627,0.043893,0.005437,0.033014
1976,4,0.030404,0.0,0.037155,0.0,0.000473,0.045045,0.004606,0.02658
1976,5,-0.015125,0.0,-0.031768,0.0,0.004313,0.044014,0.006655,0.032174
1976,6,-0.001152,0.005217,-0.05197,0.006543,-0.001894,0.051842,0.007684,0.023497
1976,7,0.0355,0.0,0.048125,0.0,0.011334,0.036506,0.001515,0.016369
1976,8,-0.056101,0.0,-0.05774,0.0,0.003075,0.039122,0.00965,0.027461
1976,9,-0.000709,0.002873,0.001554,0.005642,0.007701,0.030152,0.009997,0.031871
1976,10,-0.030234,0.0,0.036845,0.0,0.006745,0.033459,0.007245,0.019404
1976,11,0.009832,0.0,0.010177,0.0,0.001092,0.03517,0.00414,0.022906
1976,12,0.05087,0.004246,-0.021363,0.006545,-0.003269,0.039507,0.007701,0.032094
1977,1,0.013698,0.0,0.012112,0.0,0.006533,0.048635,0.010621,0.02568
1977,2,-0.010683,0.0,-0.076052,0.0,-0.013504,0.039428,0.005686,0.027528
1977,3,0.000192,0.004959,-0.020134,0.005975,-0.011072,0.043516,0.010517,0.017869
1977,4,-0.000478,0.0,0.029611,0.0,-0.007765,0.043282,0.005104,0.027493
1977,5,0.010326,0.0,-0.034093,0.0,0.007085,0.043556,0.005867,0.039445
1977,6,-0.107153,0.004249,-0.062237,0.006298,-0.010419,0.042263,0.004749,0.019313
1977,7,-0.020763,0.0,-0.017595,0.0,-0.001433,0.046957,0.006914,0.030083
1977,8,0.035676,0.0,-0.000609,0.0,0.010808,0.035408,0.011369,0.035054
1977,9,0.021023,0.003805,0.009417,0.005784,0.014056,0.037665,0.008819,0.02123
1977,10,0.003919,0.0,-0.067387,0.0,0.006913,0.044132,0.00266,0.023248
1977,11,0.007435,0.0,0.037667,0.0,0.003781,0.04339,0.00766,0.017354
